round_id,round,method,size,task,seed,accuracy,precision,f1,recall,fpr
round3,Round 3: per-session stats + session split,ande,4096,behavior14,42,0.9463892778555713,0.9445666143010284,0.9449452917003922,0.9463892778555713,0.0045225344384398
round3,Round 3: per-session stats + session split,ande,4096,binary2,42,0.9965993198639728,0.996634386334236,0.996611075220538,0.9965993198639728,0.0068505248038675
round3,Round 3: per-session stats + session split,ande,784,behavior14,42,0.941988397679536,0.940936034755616,0.9412728857961828,0.941988397679536,0.0047962596806383
round3,Round 3: per-session stats + session split,ande,784,binary2,42,0.9971994398879775,0.997214351868601,0.9972049923377424,0.9971994398879775,0.0065206369657325
round3,Round 3: per-session stats + session split,ande,8100,behavior14,42,0.9457891578315664,0.9469250759892502,0.9454232780267487,0.9457891578315664,0.0045748572930212
round3,Round 3: per-session stats + session split,ande,8100,binary2,42,0.9965993198639728,0.9965961673399918,0.9965976238271428,0.9965993198639728,0.0108354531140828
round3,Round 3: per-session stats + session split,ande_no_se,4096,behavior14,42,0.9425885177035408,0.9423940323081104,0.939460868538108,0.9425885177035408,0.004887919880299
round3,Round 3: per-session stats + session split,ande_no_se,4096,binary2,42,0.9955991198239648,0.9956088143620884,0.9956034932688682,0.9955991198239648,0.012381498255195
round3,Round 3: per-session stats + session split,ande_no_se,784,behavior14,42,0.9351870374074815,0.9332595642972212,0.933231474135666,0.9351870374074815,0.0055278137348722
round3,Round 3: per-session stats + session split,ande_no_se,784,binary2,42,0.996999399879976,0.996996646919514,0.9969979033768906,0.996999399879976,0.0096192958111056
round3,Round 3: per-session stats + session split,ande_no_se,8100,behavior14,42,0.9485897179435888,0.9465639969091048,0.9468192939851628,0.9485897179435888,0.0043902115675937
round3,Round 3: per-session stats + session split,ande_no_se,8100,binary2,42,0.996999399879976,0.996996646919514,0.9969979033768906,0.996999399879976,0.0096192958111056
round3,Round 3: per-session stats + session split,cnn1d,4096,behavior14,42,0.9437887577515504,0.9415444295182096,0.9414957322816264,0.9437887577515504,0.0051089815482656
round3,Round 3: per-session stats + session split,cnn1d,4096,binary2,42,0.9967993598719744,0.99680667478877,0.9968025405591768,0.9967993598719744,0.0087330263462635
round3,Round 3: per-session stats + session split,cnn1d,784,behavior14,42,0.943988797759552,0.941146594279777,0.9412752589750114,0.943988797759552,0.0047405237325668
round3,Round 3: per-session stats + session split,cnn1d,784,binary2,42,0.9993998799759952,0.9993995243966468,0.9993995806753782,0.9993998799759952,0.0023223519932426
round3,Round 3: per-session stats + session split,cnn1d,8100,behavior14,42,0.9405881176235248,0.936364521448892,0.9367248703838806,0.9405881176235248,0.0052609146336163
round3,Round 3: per-session stats + session split,cnn1d,8100,binary2,42,0.9943988797759552,0.9943657654141448,0.9943648946923114,0.9943988797759552,0.0230035947070031
round3,Round 3: per-session stats + session split,dt,4096,behavior14,42,0.9219843968793758,0.9227583246092405,0.9221633095226353,0.9219843968793758,0.006766301460248
round3,Round 3: per-session stats + session split,dt,4096,binary2,42,0.99499899979996,0.9949861440508077,0.994991498663002,0.99499899979996,0.0166963144035452
round3,Round 3: per-session stats + session split,dt,784,behavior14,42,0.9219843968793758,0.9227583246092405,0.9221633095226353,0.9219843968793758,0.006766301460248
round3,Round 3: per-session stats + session split,dt,784,binary2,42,0.99499899979996,0.9949861440508077,0.994991498663002,0.99499899979996,0.0166963144035452
round3,Round 3: per-session stats + session split,dt,8100,behavior14,42,0.9219843968793758,0.9227583246092405,0.9221633095226353,0.9219843968793758,0.006766301460248
round3,Round 3: per-session stats + session split,dt,8100,binary2,42,0.99499899979996,0.9949861440508077,0.994991498663002,0.99499899979996,0.0166963144035452
round3,Round 3: per-session stats + session split,resnet18,4096,behavior14,42,0.9457891578315664,0.9447340768556786,0.9450124677836222,0.9457891578315664,0.0045208736517765
round3,Round 3: per-session stats + session split,resnet18,4096,binary2,42,0.9963992798559712,0.9963858255576314,0.9963847875988232,0.9963992798559712,0.0149303440370097
round3,Round 3: per-session stats + session split,resnet18,784,behavior14,42,0.9391878375675136,0.9353352885662728,0.9367550246465812,0.9391878375675136,0.0051255472218191
round3,Round 3: per-session stats + session split,resnet18,784,binary2,42,0.9965993198639728,0.996611584834379,0.996604382814918,0.9965993198639728,0.0088429889589751
round3,Round 3: per-session stats + session split,resnet18,8100,behavior14,42,0.9453890778155633,0.9441210503028472,0.943948127031585,0.9453890778155633,0.0046789671503429
round3,Round 3: per-session stats + session split,resnet18,8100,binary2,42,0.9965993198639728,0.996591282817615,0.9965942190908412,0.9965993198639728,0.0118316851916366
round3,Round 3: per-session stats + session split,rf,4096,behavior14,42,0.9407881576315263,0.9386481484208288,0.939016990436765,0.9407881576315263,0.005546917644799
round3,Round 3: per-session stats + session split,rf,4096,binary2,42,0.996999399879976,0.99699194977458,0.9969857963879682,0.996999399879976,0.0136042241213208
round3,Round 3: per-session stats + session split,rf,784,behavior14,42,0.9407881576315263,0.9386481484208288,0.939016990436765,0.9407881576315263,0.005546917644799
round3,Round 3: per-session stats + session split,rf,784,binary2,42,0.996999399879976,0.99699194977458,0.9969857963879682,0.996999399879976,0.0136042241213208
round3,Round 3: per-session stats + session split,rf,8100,behavior14,42,0.9407881576315263,0.9386481484208288,0.939016990436765,0.9407881576315263,0.005546917644799
round3,Round 3: per-session stats + session split,rf,8100,binary2,42,0.996999399879976,0.99699194977458,0.9969857963879682,0.996999399879976,0.0136042241213208
round3,Round 3: per-session stats + session split,xgb,4096,behavior14,42,0.9435887177435488,0.9420870666030008,0.9422895066171,0.9435887177435488,0.0051090644458832
round3,Round 3: per-session stats + session split,xgb,4096,binary2,42,0.9983996799359872,0.998397162717222,0.9983964754651912,0.9983996799359872,0.0068570933670162
round3,Round 3: per-session stats + session split,xgb,784,behavior14,42,0.9435887177435488,0.9420870666030008,0.9422895066171,0.9435887177435488,0.0051090644458832
round3,Round 3: per-session stats + session split,xgb,784,binary2,42,0.9983996799359872,0.998397162717222,0.9983964754651912,0.9983996799359872,0.0068570933670162
round3,Round 3: per-session stats + session split,xgb,8100,behavior14,42,0.9435887177435488,0.9420870666030008,0.9422895066171,0.9435887177435488,0.0051090644458832
round3,Round 3: per-session stats + session split,xgb,8100,binary2,42,0.9983996799359872,0.998397162717222,0.9983964754651912,0.9983996799359872,0.0068570933670162
